lead_id,company_name,vertical,website,primary_phone,primary_email,address_line1,address_line2,city,region,postal_code,country,latitude,longitude,rating,review_count,employee_range,revenue_range,founded_year,tech_signals,tags,lead_score,score_explanations,created_at,updated_at
1c34716f-179d-43a0-b2dc-52507a067b3f,KBI Construction,local_services,http://www.kbisolutions.com/,+1 918-298-0600,,,,,,,,36.0388379,-95.97524399999999,5,2,,,,,general_contractor;point_of_interest;establishment,45,High rating: 5;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
131c3d5e-4b37-4c58-9580-7530e2f24730,"Hammer Stars, Inc",local_services,https://www.hammerstars.com/,+1 918-928-7205,,,,,,,,36.1366622,-95.8722976,4.8,62,,,,,general_contractor;point_of_interest;home_goods_store;store;establishment,60,High rating: 4.8;Good review count: 62;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
457a4458-03a6-45c8-9c3b-4b09f40fa62e,"L D Kerns Contractors, Inc",local_services,http://www.ldkerns.com/,+1 918-299-9797,,,,,,,,36.031681,-95.9752822,4.7,3,,,,,general_contractor;point_of_interest;establishment,45,High rating: 4.7;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
b239a574-ad81-4263-88da-eb7d36002e6b,B&H Construction,local_services,http://www.bhboring.com/,+1 918-271-5200,,,,,,,,36.0821037,-96.0547256,4.2,62,,,,,general_contractor;point_of_interest;establishment,60,High rating: 4.2;Good review count: 62;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
a33e65b5-00b5-4665-8be5-d8a4d3c27881,"Renovation & Construction Services, LLC",local_services,http://www.rcsok.com/,+1 918-277-9972,,,,,,,,36.1401369,-95.9061014,5,8,,,,,general_contractor;point_of_interest;establishment,45,High rating: 5;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
425b1b2b-fa97-473c-9d80-020f620f619c,Ruhl Construction,local_services,http://ruhlconstructiontulsa.com/?utm_source=gmb&utm_medium=link,,,,,,,,,36.0309052,-95.9201994,3.3,86,,,,,general_contractor;point_of_interest;establishment,30,Good review count: 86;Has website;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
879d278c-0d7c-47ed-bc2e-58b051dbdb1f,Banning Contracting Services,local_services,,+1 918-394-4450,,,,,,,,36.1589697,-95.98307799999999,4.9,17,,,,,general_contractor;point_of_interest;establishment,50,High rating: 4.9;Good review count: 17;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
f8042795-d8f7-4109-b14e-b83ddd358357,Manhattan Construction Co,local_services,,+1 918-938-7338,,,,,,,,36.2068128,-95.98509539999999,4.5,2,,,,,general_contractor;point_of_interest;establishment,35,High rating: 4.5;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
dbf02a1e-02d6-48b4-bfc4-2e2796cdd385,ABBÁ Corp. - Design & Construction Group,local_services,http://abbarenew.com/,+1 918-955-4489,,,,,,,,36.1402975,-95.9554831,5,10,,,,,painter;general_contractor;point_of_interest;establishment,60,High rating: 5;Good review count: 10;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
295169da-e3c8-47b7-861d-6b0865d1b32a,CCS Tulsa,local_services,http://ccstulsa.com/,+1 918-505-4878,,,,,,,,36.1028586,-95.8794099,4.8,36,,,,,general_contractor;roofing_contractor;painter;home_goods_store;store;point_of_interest;establishment,60,High rating: 4.8;Good review count: 36;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
1c1a754a-fe02-46e7-966c-acb1bec25dd8,Fleming Construction Group,local_services,http://www.flemingconstructiongroup.com/,+1 918-627-7800,,,,,,,,36.0853921,-95.83611909999999,4.1,7,,,,,general_contractor;point_of_interest;establishment,45,High rating: 4.1;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
cefa7a27-7b61-4fc1-b896-6b16b4e0c31c,Cripple Creek Construction,local_services,https://www.cccoks.com/,+1 918-584-8582,,,,,,,,36.0870942,-95.8671918,5,1,,,,,general_contractor;point_of_interest;establishment,45,High rating: 5;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
9edd6ca3-bf07-41ab-96da-7d97cb62eeff,TRUCO Development - Broken Arrow Construction,local_services,https://trucoconstruction.com/,+1 918-924-7131,,,,,,,,36.0169873,-95.7013475,4.4,7,,,,,general_contractor;point_of_interest;establishment,45,High rating: 4.4;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
11e722d0-8ff1-4970-a036-ec5c1600ec1d,Sonrise Construction,local_services,https://www.sonrise-construction.com/,+1 918-357-7777,,,,,,,,36.0603072,-95.7560681,4.9,43,,,,,general_contractor;home_goods_store;store;point_of_interest;establishment,60,High rating: 4.9;Good review count: 43;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
36f13648-a7bd-4f78-85e2-669f8c2ae714,"RN Construction, LLC",local_services,https://rnconstructionllc.company/,+1 918-561-6880,,,,,,,,36.1783775,-95.92685449999999,4.8,43,,,,,general_contractor;point_of_interest;establishment,60,High rating: 4.8;Good review count: 43;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
0fffaa2e-3fd9-4b97-a531-097a3466a524,John James Construction Company,local_services,https://jjcok.com/,+1 539-367-3885,,,,,,,,36.0308466,-95.8167093,3,2,,,,,general_contractor;point_of_interest;establishment,25,Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
01141dd6-a87f-4970-bb29-6b6c0844381c,Old School Construction,local_services,http://oldschoolconstruction.com/,+1 918-809-2333,,,,,,,,36.3648304,-95.8373103,4.3,19,,,,,general_contractor;point_of_interest;establishment,60,High rating: 4.3;Good review count: 19;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
f23da17b-8284-4f8d-ad29-011b3952018d,"J&J Chapman Construction, LLC",local_services,https://jandjchapmanconstruction.com/,+1 918-557-7029,,,,,,,,36.3666868,-96.0187325,4.9,33,,,,,general_contractor;point_of_interest;establishment,60,High rating: 4.9;Good review count: 33;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
c218effe-b52b-477f-a71a-6548551dba0f,Asher Construction,local_services,http://asherremodeling.com/,+1 918-819-7557,,,,,,,,36.0103308,-95.88968030000001,5,9,,,,,general_contractor;point_of_interest;establishment,45,High rating: 5;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
1d69832d-adbd-4366-8883-7ab17252fdef,Manhattan Construction,local_services,http://www.manhattanconstructiongroup.com/manhattan-construction/,+1 918-583-6900,,,,,,,,36.0820183,-95.8395795,4.6,20,,,,,general_contractor;point_of_interest;establishment,60,High rating: 4.6;Good review count: 20;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
d6ef4eb0-6eca-4ac1-b2c6-53d062370537,Arce Construction LLC,local_services,https://www.facebook.com/arceconst/,+1 918-740-4800,,,,,,,,36.1715238,-95.85075479999999,5,10,,,,,general_contractor;point_of_interest;establishment,60,High rating: 5;Good review count: 10;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
8ab3cba5-a1f6-40b8-9510-a60851bd2401,"Crossland Construction Company, Inc. - Tulsa Division",local_services,https://www.crossland.com/tulsa-division/,+1 918-712-1441,,,,,,,,36.157051,-95.81726069999999,2.7,46,,,,,general_contractor;point_of_interest;establishment,40,Good review count: 46;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
639a5ef9-c6ae-416c-8375-59923b2fe844,Legacy Construction & Remodeling LLC,local_services,http://www.legacyconstructiontulsa.com/,+1 918-938-7799,,,,,,,,36.0974335,-95.88852539999999,4.8,77,,,,,roofing_contractor;general_contractor;point_of_interest;establishment,60,High rating: 4.8;Good review count: 77;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
56e9897c-4866-4a2a-82aa-8240bd74d281,"ARRT Construction, LLC",local_services,https://www.arrtconstruction.com/,+1 918-697-0390,,,,,,,,36.0072281,-95.8859667,4.9,92,,,,,roofing_contractor;general_contractor;home_goods_store;store;point_of_interest;establishment,60,High rating: 4.9;Good review count: 92;Has website;Has phone number;Has location data,2025-09-29T00:50:10.060Z,2025-09-29T00:50:10.060Z
